order_id,customer_id,order_date,status,region_code
ORD-00040,CUST-0117,2026-07-25 13:55:41,SHIPPED,NORTH
ORD-00041,CUST-0068,2025-08-28 12:41:05,DELIVERED,CENTRAL
ORD-00042,CUST-0082,2025-03-28 01:39:04,SHIPPED,EAST
ORD-00043,CUST-0024,2025-05-22 20:45:55,PLACED,WEST
ORD-00044,CUST-0077,11-07-2026,PLACED,EAST
ORD-00045,CUST-0111,2026-03-13 13:36:43,SHIPPED,SOUTH
ORD-00046,CUST-0098,2025-12-06 18:09:14,CANCELLED,EAST
ORD-00047,CUST-0003,2025-04-20 21:34:10,PLACED,WEST
ORD-00048,CUST-0077,2025-06-01 14:54:19,SHIPPED,WEST
ORD-00049,CUST-0028,2025-12-10 11:36:18,DELIVERED,NORTH
ORD-00050,CUST-0102,01-11-2025,PLACED,CENTRAL
ORD-00051,CUST-0074,2025-12-17 11:14:40,SHIPPED,CENTRAL
ORD-00052,CUST-0036,2026-05-02 20:02:19,CANCELLED,NORTH
ORD-00053,CUST-0034,2026-05-09 10:47:26,SHIPPED,SOUTH
ORD-00054,CUST-0139,2025-07-31 08:53:10,DELIVERED,WEST
ORD-00055,CUST-0076,2025-08-28 14:04:09,SHIPPED,WEST
ORD-00056,CUST-0143,2025-07-31 12:00:16,RETURNED,NORTH
ORD-00057,CUST-0068,2025-07-15 11:06:43,SHIPPED,WEST
ORD-00058,,2025-09-08 07:41:04,CANCELLED,EAST
ORD-00059,CUST-0030,19-03-2026,PLACED,EAST
ORD-00060,CUST-0030,2026-05-02 17:08:24,CANCELLED,EAST
ORD-00061,CUST-0139,2025-06-06 23:09:56,CANCELLED,NORTH
ORD-00062,CUST-0105,27-10-2025,DELIVERED,SOUTH
ORD-00063,CUST-0061,2025-08-03 21:23:34,DELIVERED,NORTH
ORD-00064,CUST-0049,2026-04-06 14:05:42,SHIPPED,CENTRAL
ORD-00065,CUST-0013,2025-09-02 04:50:36,SHIPPED,NORTH
ORD-00066,CUST-0142,2026-01-09 07:21:49,SHIPPED,CENTRAL
ORD-00067,,2026-03-14 17:16:51,SHIPPED,NORTH
ORD-00068,CUST-0007,28-03-2026,SHIPPED,CENTRAL
ORD-00069,CUST-0045,11-11-2025,CANCELLED,CENTRAL
ORD-00070,CUST-0017,2025-04-09 11:32:37,PLACED,WEST
ORD-00071,CUST-0012,2025-02-22 20:01:03,CANCELLED,WEST
ORD-00072,CUST-0028,2025-03-25 14:04:57,PLACED,EAST
ORD-00073,CUST-0017,2026-04-02 20:37:35,DELIVERED,WEST
ORD-00074,CUST-0136,2025-10-12 19:27:06,PLACED,CENTRAL
ORD-00075,CUST-0056,2025-05-26 07:26:21,CANCELLED,WEST
ORD-00076,CUST-0025,2025-09-23 21:16:23,SHIPPED,WEST
ORD-00077,CUST-0022,2026-05-06 23:47:23,SHIPPED,CENTRAL
ORD-00078,CUST-0144,2025-09-06 13:22:55,CANCELLED,NORTH
ORD-00079,CUST-0080,2025-08-14 16:13:09,CANCELLED,SOUTH
ORD-00080,CUST-0090,2025-07-29 08:36:14,CANCELLED,CENTRAL
ORD-00081,CUST-0143,2026-07-14 21:53:44,DELIVERED,NORTH
ORD-00082,CUST-0080,2025-08-27 05:55:09,RETURNED,WEST
ORD-00083,CUST-0008,2026-05-08 06:24:26,CANCELLED,EAST
ORD-00084,CUST-0080,2025-09-11 18:38:05,PLACED,SOUTH
ORD-00085,CUST-0013,2026-05-18 21:27:31,RETURNED,WEST
ORD-00086,CUST-0056,2025-03-03 13:07:18,RETURNED,WEST
ORD-00087,CUST-0079,2026-06-24 19:03:00,SHIPPED,EAST
ORD-00088,CUST-0036,2025-11-21 03:00:31,CANCELLED,SOUTH
ORD-00089,CUST-0137,2025-12-17 21:51:22,PLACED,WEST
ORD-00090,CUST-0011,20-05-2025,PLACED,EAST
ORD-00091,CUST-0147,2025-06-21 13:18:07,CANCELLED,NORTH
ORD-00092,CUST-0044,2025-04-25 11:05:27,PLACED,SOUTH
ORD-00093,CUST-0103,19-02-2025,DELIVERED,EAST
ORD-00094,CUST-0044,2026-05-23 03:33:32,SHIPPED,EAST
ORD-00095,CUST-0038,2025-12-11 08:12:11,RETURNED,SOUTH
ORD-00096,CUST-0020,2026-02-09 20:31:29,RETURNED,CENTRAL
ORD-00097,CUST-0145,2025-09-13 20:20:09,CANCELLED,NORTH
ORD-00098,CUST-0078,2025-11-01 11:32:04,DELIVERED,WEST
ORD-00099,CUST-0015,2025-07-28 02:41:55,PLACED,CENTRAL
ORD-00100,CUST-0099,2025-04-23 23:57:02,CANCELLED,CENTRAL
ORD-00101,CUST-0083,2025-04-09 01:28:06,DELIVERED,NORTH
ORD-00102,CUST-0045,2026-06-30 14:28:33,RETURNED,CENTRAL
ORD-00103,CUST-0096,2025-10-24 10:43:38,PLACED,EAST
ORD-00104,CUST-0025,2025-07-10 23:54:42,RETURNED,SOUTH
ORD-00105,CUST-0150,2026-03-18 09:41:44,CANCELLED,SOUTH
ORD-00106,CUST-0022,2025-09-26 20:50:21,SHIPPED,CENTRAL
ORD-00107,CUST-0109,2025-03-07 11:19:11,SHIPPED,EAST
ORD-00108,CUST-0125,2026-01-25 04:09:04,DELIVERED,NORTH
ORD-00109,CUST-0139,16-02-2025,DELIVERED,CENTRAL
ORD-00110,CUST-0097,2026-03-05 22:49:39,SHIPPED,WEST
ORD-00111,,2025-08-01 07:28:39,DELIVERED,WEST
ORD-00112,CUST-0062,2025-09-27 15:57:53,SHIPPED,EAST
ORD-00113,CUST-0147,2025-05-15 09:49:24,RETURNED,CENTRAL
ORD-00114,CUST-0042,2026-01-17 04:55:16,PLACED,WEST
ORD-00115,CUST-0142,2026-04-26 16:54:07,DELIVERED,NORTH
ORD-00116,CUST-0070,2025-05-06 04:53:27,PLACED,SOUTH
ORD-00117,CUST-0090,2026-07-13 12:32:23,SHIPPED,WEST
ORD-00118,CUST-0096,23-12-2025,PLACED,EAST
ORD-00119,CUST-0036,2026-07-01 15:44:53,SHIPPED,WEST
ORD-00120,CUST-0002,20-05-2026,SHIPPED,SOUTH
ORD-00121,CUST-0136,2025-06-02 09:15:19,PLACED,NORTH
ORD-00122,CUST-0118,2026-06-06 15:38:34,PLACED,CENTRAL
ORD-00123,CUST-0037,2025-10-15 19:22:15,RETURNED,WEST
ORD-00124,CUST-0022,2025-02-19 02:33:34,RETURNED,CENTRAL
ORD-00125,CUST-0100,15-04-2025,CANCELLED,EAST
ORD-00126,CUST-0005,2025-08-09 11:15:46,PLACED,CENTRAL
ORD-00127,CUST-0086,26-03-2026,RETURNED,EAST
ORD-00128,CUST-0045,2025-04-21 15:40:11,SHIPPED,NORTH
ORD-00129,CUST-0118,2026-07-03 01:50:12,PLACED,EAST
ORD-00130,CUST-0132,2025-06-28 17:30:16,PLACED,SOUTH
ORD-00131,CUST-0013,2025-09-04 11:27:56,CANCELLED,WEST
ORD-00132,CUST-0099,2025-08-27 15:44:31,DELIVERED,CENTRAL
ORD-00133,CUST-0022,01-06-2025,RETURNED,SOUTH
ORD-00134,CUST-0083,2026-04-26 21:18:19,CANCELLED,CENTRAL
ORD-00135,CUST-0043,2025-05-12 01:46:55,DELIVERED,CENTRAL
ORD-00136,CUST-0071,12-06-2026,CANCELLED,EAST
ORD-00137,CUST-0041,2026-07-09 19:43:50,CANCELLED,NORTH
ORD-00138,CUST-0061,2025-07-30 18:02:38,SHIPPED,WEST
ORD-00139,CUST-0096,2025-05-12 18:08:33,DELIVERED,WEST
ORD-00140,CUST-0072,2025-11-27 00:47:11,CANCELLED,CENTRAL
ORD-00141,CUST-0144,2026-04-11 08:45:28,SHIPPED,CENTRAL
ORD-00142,CUST-0126,2026-01-17 02:28:11,CANCELLED,NORTH
ORD-00143,CUST-0082,2025-08-19 17:34:18,DELIVERED,SOUTH
ORD-00144,CUST-0045,2025-08-04 03:12:50,SHIPPED,SOUTH
ORD-00145,CUST-0007,2025-08-05 11:29:51,RETURNED,SOUTH
ORD-00146,CUST-0023,2026-06-03 22:46:30,RETURNED,WEST
ORD-00147,CUST-0148,2026-05-26 10:41:04,CANCELLED,WEST
ORD-00148,CUST-0089,2026-03-31 17:40:37,SHIPPED,SOUTH
ORD-00149,CUST-0015,2026-04-04 09:10:10,DELIVERED,SOUTH
ORD-00150,CUST-0133,2025-10-23 08:12:40,RETURNED,EAST
ORD-00151,CUST-0078,2025-02-09 20:10:37,RETURNED,SOUTH
ORD-00152,CUST-0087,2026-06-28 00:05:02,RETURNED,EAST
ORD-00153,CUST-0147,2025-06-09 00:31:56,RETURNED,EAST
ORD-00154,CUST-0078,2025-04-02 21:25:19,CANCELLED,NORTH
ORD-00155,CUST-0041,2025-05-16 14:13:21,RETURNED,SOUTH
ORD-00156,CUST-0082,2025-08-21 04:48:23,RETURNED,CENTRAL
ORD-00157,CUST-0062,2025-04-19 14:15:09,PLACED,NORTH
ORD-00158,CUST-0099,2025-06-07 05:52:20,RETURNED,EAST
ORD-00159,CUST-0041,2025-03-17 14:31:56,DELIVERED,WEST
ORD-00160,,2025-07-03 07:13:37,DELIVERED,NORTH
ORD-00161,CUST-0127,2025-04-15 00:54:06,CANCELLED,SOUTH
ORD-00162,CUST-0094,2025-06-23 12:03:36,RETURNED,SOUTH
ORD-00163,CUST-0074,2026-05-26 14:48:35,DELIVERED,CENTRAL
ORD-00164,CUST-0031,2026-03-31 12:23:50,DELIVERED,CENTRAL
ORD-00165,CUST-0037,2026-01-18 12:32:02,PLACED,NORTH
ORD-00166,CUST-0086,2025-04-11 04:38:57,RETURNED,SOUTH
ORD-00167,CUST-0082,2026-02-24 19:47:53,DELIVERED,CENTRAL
ORD-00168,CUST-0131,2025-02-10 18:19:30,PLACED,EAST
ORD-00169,CUST-0029,2025-06-09 23:55:44,PLACED,CENTRAL
ORD-00170,CUST-0149,2025-12-19 18:30:10,RETURNED,CENTRAL
ORD-00171,CUST-0098,2026-03-11 07:02:36,PLACED,SOUTH
ORD-00172,,2025-09-22 13:44:13,CANCELLED,CENTRAL
ORD-00173,CUST-0121,2026-06-07 16:13:35,DELIVERED,WEST
ORD-00174,CUST-0081,2026-02-13 17:21:34,DELIVERED,EAST
ORD-00175,CUST-0050,2025-11-30 09:14:19,DELIVERED,SOUTH
ORD-00176,CUST-0126,2025-09-19 17:59:59,DELIVERED,EAST
ORD-00177,CUST-0140,2025-07-17 12:52:22,SHIPPED,EAST
ORD-00178,,2026-05-21 14:41:16,CANCELLED,SOUTH
ORD-00179,CUST-0138,2025-11-05 22:17:08,PLACED,CENTRAL
ORD-00180,CUST-0062,04-12-2025,RETURNED,SOUTH
ORD-00181,CUST-0014,2026-04-29 22:30:06,SHIPPED,NORTH
ORD-00182,CUST-0041,2025-06-19 15:30:41,SHIPPED,EAST
ORD-00183,CUST-0016,2026-05-10 07:34:47,PLACED,SOUTH
ORD-00184,CUST-0046,2026-07-03 12:50:31,SHIPPED,EAST
ORD-00185,CUST-0003,2025-10-08 03:59:21,DELIVERED,WEST
ORD-00186,CUST-0140,2025-02-19 04:54:32,CANCELLED,EAST
ORD-00187,CUST-0029,2025-09-05 14:41:16,SHIPPED,NORTH
ORD-00188,CUST-0076,2026-01-24 20:57:25,CANCELLED,CENTRAL
ORD-00189,CUST-0103,2026-05-04 04:30:20,SHIPPED,NORTH
ORD-00190,CUST-0061,2025-05-09 10:19:37,RETURNED,NORTH
ORD-00191,CUST-0093,11-12-2025,PLACED,WEST
ORD-00192,CUST-0104,2025-03-13 22:49:19,PLACED,EAST
ORD-00193,CUST-0057,2025-12-28 15:09:29,RETURNED,EAST
ORD-00194,CUST-0141,2025-04-14 21:52:13,SHIPPED,CENTRAL
ORD-00195,CUST-0021,2025-02-17 22:23:04,RETURNED,NORTH
ORD-00196,CUST-0141,2025-03-10 17:09:10,DELIVERED,CENTRAL
ORD-00197,CUST-0053,2025-03-27 16:28:51,PLACED,WEST
ORD-00198,CUST-0107,2025-04-29 17:29:43,DELIVERED,NORTH
ORD-00199,CUST-0001,2025-12-29 01:27:22,PLACED,CENTRAL
ORD-00200,CUST-0018,13-04-2025,CANCELLED,SOUTH
ORD-00201,CUST-0108,2025-07-22 12:28:55,CANCELLED,WEST
ORD-00202,CUST-0139,2026-03-26 11:07:11,RETURNED,WEST
ORD-00203,CUST-0058,2026-08-06 09:29:43,RETURNED,WEST
ORD-00204,CUST-0059,2025-11-29 04:17:12,PLACED,NORTH
ORD-00205,CUST-0108,2026-07-24 02:06:38,PLACED,WEST
ORD-00206,CUST-0013,2025-12-02 12:28:14,RETURNED,SOUTH
ORD-00207,CUST-0015,2026-03-19 09:14:52,RETURNED,EAST
ORD-00208,CUST-0083,2025-12-10 04:42:33,SHIPPED,WEST
ORD-00209,CUST-0016,2026-02-11 13:35:31,PLACED,EAST
ORD-00210,CUST-0098,2025-02-18 13:26:09,DELIVERED,WEST
ORD-00211,CUST-0138,2025-04-12 07:19:54,SHIPPED,WEST
ORD-00212,CUST-0144,2025-06-13 17:33:08,CANCELLED,SOUTH
ORD-00213,CUST-0085,2026-05-21 11:05:34,SHIPPED,NORTH
ORD-00214,CUST-0011,2026-05-27 18:46:42,RETURNED,SOUTH
ORD-00215,CUST-0086,2025-10-03 00:13:59,SHIPPED,NORTH
ORD-00216,CUST-0123,2025-12-04 22:13:25,SHIPPED,CENTRAL
ORD-00217,CUST-0073,2025-07-16 20:22:19,DELIVERED,EAST
ORD-00218,CUST-0128,2025-04-19 23:30:48,DELIVERED,SOUTH
ORD-00219,CUST-0106,2026-06-24 07:47:09,PLACED,EAST
ORD-00220,CUST-0150,2025-06-08 06:21:14,CANCELLED,CENTRAL
ORD-00221,CUST-0128,2025-08-29 15:46:41,CANCELLED,WEST
ORD-00222,CUST-0091,2026-02-17 17:31:11,RETURNED,NORTH
ORD-00223,CUST-0020,2026-06-21 13:08:53,SHIPPED,NORTH
ORD-00224,CUST-0003,2025-12-29 11:03:39,RETURNED,WEST
ORD-00225,CUST-0005,2026-08-03 13:00:01,RETURNED,EAST
ORD-00226,CUST-0074,2026-07-23 22:43:27,SHIPPED,NORTH
ORD-00227,CUST-0135,2026-03-10 19:33:16,DELIVERED,EAST
ORD-00228,CUST-0021,2025-07-23 14:36:15,SHIPPED,EAST
ORD-00229,CUST-0021,2026-07-08 12:24:35,CANCELLED,NORTH
ORD-00230,CUST-0044,2026-05-17 13:41:50,DELIVERED,CENTRAL
ORD-00231,CUST-0025,2025-02-15 07:13:57,RETURNED,WEST
ORD-00232,CUST-0020,2025-10-26 18:42:02,SHIPPED,EAST
ORD-00233,,2026-01-09 22:52:25,PLACED,EAST
ORD-00234,CUST-0062,2025-07-07 17:21:24,SHIPPED,NORTH
ORD-00235,CUST-0089,2026-06-16 07:53:04,DELIVERED,CENTRAL
ORD-00236,CUST-0102,09-09-2025,DELIVERED,WEST
ORD-00237,CUST-0092,2025-07-21 21:37:42,CANCELLED,NORTH
ORD-00238,CUST-0076,2025-11-30 02:17:09,CANCELLED,SOUTH
ORD-00239,CUST-0082,2025-08-05 00:19:28,DELIVERED,EAST
ORD-00240,CUST-0023,2026-01-30 17:35:32,CANCELLED,NORTH
ORD-00241,,2025-08-12 19:38:50,DELIVERED,WEST
ORD-00242,,2025-06-12 02:46:57,RETURNED,SOUTH
ORD-00243,CUST-0044,2025-07-16 08:19:17,CANCELLED,SOUTH
ORD-00244,CUST-0112,2025-10-31 15:50:04,DELIVERED,EAST
ORD-00245,CUST-0127,2026-01-21 04:19:00,CANCELLED,EAST
ORD-00246,CUST-0098,2025-09-06 13:52:52,RETURNED,SOUTH
ORD-00247,CUST-0052,2025-04-06 12:20:18,CANCELLED,CENTRAL
ORD-00248,CUST-0084,2025-07-20 12:23:07,RETURNED,SOUTH
ORD-00249,CUST-0140,2026-02-06 17:01:46,CANCELLED,SOUTH
ORD-00250,CUST-0075,2026-05-31 13:43:31,SHIPPED,EAST
ORD-00251,CUST-0040,2025-06-02 02:28:38,CANCELLED,CENTRAL
ORD-00252,CUST-0130,2025-06-07 11:44:57,RETURNED,CENTRAL
ORD-00253,CUST-0022,2026-04-20 21:42:22,SHIPPED,CENTRAL
ORD-00254,,2025-06-26 10:50:27,PLACED,NORTH
ORD-00255,CUST-0057,2025-03-05 17:37:44,RETURNED,SOUTH
ORD-00256,CUST-0101,2025-04-22 18:44:32,SHIPPED,EAST
ORD-00257,CUST-0124,2026-04-24 02:07:53,SHIPPED,EAST
ORD-00258,CUST-0117,2026-01-10 11:30:06,CANCELLED,WEST
ORD-00259,CUST-0077,2026-06-25 03:01:54,DELIVERED,NORTH
ORD-00260,CUST-0043,2025-12-03 17:10:21,RETURNED,WEST
ORD-00261,CUST-0060,2025-06-21 05:40:42,CANCELLED,WEST
ORD-00262,,2026-01-19 13:24:00,SHIPPED,SOUTH
ORD-00263,CUST-0017,2026-04-27 17:11:23,DELIVERED,SOUTH
ORD-00264,CUST-0068,2025-03-26 20:20:38,CANCELLED,CENTRAL
ORD-00265,CUST-0030,2025-08-18 14:39:11,DELIVERED,CENTRAL
ORD-00266,CUST-0035,2025-09-23 09:07:11,DELIVERED,SOUTH
ORD-00267,CUST-0108,2026-03-21 13:11:31,RETURNED,SOUTH
ORD-00268,CUST-0126,2025-10-18 10:53:28,RETURNED,NORTH
ORD-00269,CUST-0003,2025-03-31 12:35:32,CANCELLED,WEST
ORD-00270,CUST-0107,2025-05-12 02:36:01,SHIPPED,EAST
ORD-00271,,2025-12-22 05:49:29,RETURNED,WEST
ORD-00272,CUST-0029,2026-04-15 17:52:23,RETURNED,NORTH
ORD-00273,CUST-0113,2025-12-29 03:47:53,SHIPPED,EAST
ORD-00274,CUST-0009,2025-05-06 02:28:55,PLACED,SOUTH
ORD-00275,CUST-0090,2025-05-28 04:50:13,SHIPPED,NORTH
ORD-00276,CUST-0137,2025-10-26 05:20:45,DELIVERED,EAST
ORD-00277,CUST-0132,2026-05-04 13:58:03,DELIVERED,SOUTH
ORD-00278,CUST-0034,2025-11-27 10:53:15,CANCELLED,WEST
ORD-00279,CUST-0069,2025-06-11 02:40:50,PLACED,WEST
ORD-00280,CUST-0072,2025-07-28 15:20:37,PLACED,NORTH
ORD-00281,CUST-0118,2025-08-08 17:25:13,CANCELLED,SOUTH
ORD-00282,CUST-0083,2025-10-23 18:08:36,CANCELLED,EAST
ORD-00283,CUST-0013,2026-06-23 14:01:07,SHIPPED,WEST
ORD-00284,CUST-0110,2026-01-14 04:56:41,DELIVERED,SOUTH
ORD-00285,CUST-0071,2026-05-06 08:05:23,SHIPPED,NORTH
ORD-00286,CUST-0079,2025-12-13 02:45:06,PLACED,SOUTH
ORD-00287,CUST-0034,2025-12-21 14:00:00,DELIVERED,NORTH
ORD-00288,CUST-0109,2026-03-27 07:24:05,PLACED,NORTH
ORD-00289,CUST-0077,2026-03-22 04:41:43,SHIPPED,NORTH
ORD-00290,CUST-0003,2026-02-22 23:13:40,SHIPPED,WEST
ORD-00291,CUST-0114,2025-12-30 03:08:48,PLACED,CENTRAL
ORD-00292,CUST-0090,2025-05-27 04:15:17,PLACED,SOUTH
ORD-00293,CUST-0073,2026-07-13 21:56:19,SHIPPED,CENTRAL
ORD-00294,CUST-0049,2025-07-04 01:50:57,SHIPPED,WEST
ORD-00295,CUST-0062,2025-03-16 02:33:56,PLACED,EAST
ORD-00296,CUST-0034,2025-07-09 18:26:23,RETURNED,SOUTH
ORD-00297,CUST-0019,2026-07-23 00:16:13,PLACED,NORTH
ORD-00298,CUST-0102,2025-03-09 22:32:49,CANCELLED,WEST
ORD-00299,CUST-0022,2026-03-06 09:05:32,SHIPPED,SOUTH
ORD-00300,CUST-0101,2026-06-03 13:46:54,SHIPPED,NORTH
ORD-00301,CUST-0112,2026-04-13 19:03:19,SHIPPED,NORTH
ORD-00302,,2026-03-22 05:31:22,RETURNED,CENTRAL
ORD-00303,CUST-0067,2026-02-20 23:49:55,DELIVERED,NORTH
ORD-00304,CUST-0008,2025-08-31 08:33:04,DELIVERED,CENTRAL
ORD-00305,CUST-0128,2025-04-30 01:31:54,RETURNED,SOUTH
ORD-00306,CUST-0066,2026-04-26 21:46:07,SHIPPED,CENTRAL
ORD-00307,,2026-07-28 15:23:24,SHIPPED,SOUTH
ORD-00308,CUST-0010,2025-06-06 07:26:58,DELIVERED,EAST
ORD-00309,CUST-0147,2025-07-24 21:57:03,SHIPPED,SOUTH
ORD-00310,CUST-0012,25-06-2025,CANCELLED,EAST
ORD-00311,CUST-0080,2025-09-08 14:00:23,SHIPPED,EAST
ORD-00312,CUST-0078,2025-12-04 18:31:49,SHIPPED,CENTRAL
ORD-00313,CUST-0063,08-03-2026,CANCELLED,NORTH
ORD-00314,CUST-0089,2026-07-31 00:48:42,CANCELLED,EAST
ORD-00315,CUST-0136,2025-12-09 01:09:45,DELIVERED,NORTH
ORD-00316,,2025-12-15 16:26:44,DELIVERED,WEST
ORD-00317,CUST-0022,2026-05-04 20:52:25,PLACED,CENTRAL
ORD-00318,CUST-0112,2026-03-29 08:54:20,CANCELLED,EAST
ORD-00319,CUST-0070,13-12-2025,SHIPPED,SOUTH
ORD-00320,CUST-0150,2026-04-20 05:28:29,DELIVERED,WEST
ORD-00321,CUST-0092,2026-01-09 14:16:54,PLACED,NORTH
ORD-00322,CUST-0078,2026-06-29 10:09:05,SHIPPED,EAST
ORD-00323,CUST-0013,2025-10-07 05:01:25,CANCELLED,CENTRAL
ORD-00324,CUST-0064,2026-05-05 04:07:00,PLACED,SOUTH
ORD-00325,CUST-0103,2025-07-24 20:05:37,RETURNED,EAST
ORD-00326,CUST-0020,2026-07-18 06:57:41,CANCELLED,SOUTH
ORD-00327,CUST-0085,06-04-2026,CANCELLED,NORTH
ORD-00328,CUST-0147,2025-05-23 12:31:01,CANCELLED,WEST
ORD-00329,CUST-0055,2026-01-30 14:56:09,PLACED,CENTRAL
ORD-00330,CUST-0063,2025-10-11 17:30:03,PLACED,EAST
ORD-00331,CUST-0108,2026-01-17 16:15:40,RETURNED,NORTH
ORD-00332,CUST-0092,2025-04-05 15:22:58,RETURNED,CENTRAL
ORD-00333,CUST-0070,06-02-2026,RETURNED,SOUTH
ORD-00334,,26-10-2025,CANCELLED,CENTRAL
ORD-00335,CUST-0150,2025-12-14 03:15:42,SHIPPED,EAST
ORD-00336,CUST-0015,2025-12-28 12:22:59,SHIPPED,SOUTH
ORD-00337,CUST-0082,2025-08-07 00:45:44,DELIVERED,CENTRAL
ORD-00338,CUST-0145,2026-01-29 15:34:19,SHIPPED,WEST
ORD-00339,,2026-06-13 07:01:33,CANCELLED,NORTH
ORD-00340,CUST-0052,2026-03-29 05:58:51,DELIVERED,NORTH
ORD-00341,,2026-03-17 16:55:23,PLACED,EAST
ORD-00342,CUST-0102,2026-04-28 10:08:10,CANCELLED,WEST
ORD-00343,CUST-0045,2025-08-09 18:52:11,CANCELLED,EAST
ORD-00344,CUST-0076,2026-04-01 00:44:36,CANCELLED,CENTRAL
ORD-00345,,2025-09-18 19:14:40,RETURNED,NORTH
ORD-00346,CUST-0037,2025-09-04 07:22:20,SHIPPED,NORTH
ORD-00347,CUST-0086,09-05-2025,SHIPPED,SOUTH
ORD-00348,CUST-0090,2025-11-20 23:00:03,CANCELLED,WEST
ORD-00349,CUST-0043,2025-06-12 12:22:34,CANCELLED,NORTH
ORD-00350,CUST-0148,2025-12-22 02:51:54,PLACED,EAST
ORD-00351,,2025-11-15 02:21:10,CANCELLED,SOUTH
ORD-00352,CUST-0141,2026-05-06 19:57:30,PLACED,WEST
ORD-00353,CUST-0043,2025-05-22 03:21:13,SHIPPED,WEST
ORD-00354,CUST-0139,2025-11-11 09:15:06,PLACED,WEST
ORD-00355,CUST-0126,05-03-2026,PLACED,WEST
ORD-00356,CUST-0123,2026-01-17 06:10:40,DELIVERED,NORTH
ORD-00357,CUST-0030,2025-09-28 15:31:57,DELIVERED,NORTH
ORD-00358,CUST-0100,2026-02-01 12:23:11,CANCELLED,NORTH
ORD-00359,CUST-0120,2025-11-13 08:36:03,SHIPPED,NORTH
ORD-00360,CUST-0089,2025-06-12 18:14:35,PLACED,WEST
ORD-00361,CUST-0108,2025-02-07 15:36:56,SHIPPED,WEST
ORD-00362,CUST-0102,2026-07-05 16:51:36,RETURNED,SOUTH
ORD-00363,CUST-0115,2026-02-13 05:13:51,SHIPPED,SOUTH
ORD-00364,,2026-05-21 13:12:52,SHIPPED,CENTRAL
ORD-00365,CUST-0018,2026-05-12 12:35:20,DELIVERED,CENTRAL
ORD-00366,CUST-0004,2025-02-20 03:26:09,SHIPPED,CENTRAL
ORD-00367,CUST-0026,2026-04-23 03:50:18,RETURNED,EAST
ORD-00368,CUST-0068,2025-07-13 18:38:30,PLACED,SOUTH
ORD-00369,CUST-0037,24-06-2025,DELIVERED,SOUTH
